# No. res, res sizes (min), (max), echo values (min), (max), spectral values (min), (max), weightin (min), (max), dimsrec (min), (max), reg., NRMSE (mean), (std)
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,1.1568,1.578089e-01
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,0.8355,2.473843e-01
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,1.2756,6.645675e-02
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,1.3996,5.127295e-02
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,0.7566,1.568552e-01
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,0.7513,1.791933e-01
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,1.3595,7.507241e-02
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,0.6680,1.706969e-01
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,0.7687,2.136658e-01
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,1.3136,7.640250e-02
5,500,100,0.100,0.800,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,0.7859,2.717936e-01
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,0.7131,1.566481e-01
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,1.2690,4.164516e-02
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,0.6626,9.344537e-02
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,1.0192,2.142034e-01
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,1.4559,2.270512e-02
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,0.8424,1.160335e-01
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,0.7787,1.222601e-01
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,1.3230,6.342825e-02
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,0.7570,1.373864e-01
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,0.6493,4.535870e-02
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,1.3001,7.887658e-02
5,500,100,0.100,0.800,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,0.8257,3.123770e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-02,0.6487,6.044053e-02
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-04,1.0011,1.927459e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,60.000,60.000,1.00e-06,1.1486,3.446589e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-02,0.9778,1.832101e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-04,1.1387,2.549221e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,100.000,10.000,1.00e-06,33334.2148,4.713983e+04
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-02,0.8600,2.288067e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-04,66667.1324,4.713979e+04
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,10.000,100.000,1.00e-06,33334.0865,4.713992e+04
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-02,0.7962,2.810560e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-04,0.9378,1.959736e-01
5,500,100,0.400,0.400,0.400,1.200,0.500,1.000,30.000,80.000,1.00e-06,1.3206,1.439752e-01
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-02,0.7495,1.995956e-01
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-04,33334.0465,4.713995e+04
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,60.000,60.000,1.00e-06,66667.1653,4.713975e+04
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-02,1.2728,1.428108e-01
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-04,1.0982,1.539377e-01
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,100.000,10.000,1.00e-06,33334.3550,4.713973e+04
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-02,0.9052,2.110719e-01
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-04,0.7765,1.441291e-01
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,10.000,100.000,1.00e-06,1.3549,1.432108e-01
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-02,0.7146,6.694372e-02
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-04,33334.0742,4.713993e+04
5,500,100,0.400,0.400,1.200,0.400,0.500,1.000,30.000,80.000,1.00e-06,1.1641,2.227387e-01
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-02,0.9790,2.757430e-01
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-04,0.9934,6.217399e-02
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,60.000,60.000,1.00e-06,33334.1067,4.713991e+04
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-02,1.0056,2.219769e-01
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-04,33334.1411,4.713988e+04
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,100.000,10.000,1.00e-06,33333.8596,4.714008e+04
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-02,0.6484,6.145261e-02
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-04,33334.0575,4.713994e+04
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,10.000,100.000,1.00e-06,1.0647,3.899035e-01
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-02,1.1862,2.313277e-02
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-04,33333.9376,4.714002e+04
5,500,100,0.400,0.400,0.300,0.900,0.500,1.000,30.000,80.000,1.00e-06,33334.2751,4.713979e+04
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-02,0.6854,1.596036e-01
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-04,33334.0305,4.713996e+04
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,60.000,60.000,1.00e-06,33334.0225,4.713996e+04
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-02,1.0770,2.929732e-01
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-04,1.2756,2.811231e-01
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,100.000,10.000,1.00e-06,66667.1352,4.713979e+04
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-02,0.9141,2.349296e-01
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-04,1.0865,2.117478e-01
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,10.000,100.000,1.00e-06,66667.0889,4.713986e+04
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-02,1.1077,1.547098e-01
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-04,1.0042,9.474191e-02
5,500,100,0.400,0.400,0.900,0.300,0.500,1.000,30.000,80.000,1.00e-06,1.4630,3.408379e-02
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-02,0.7430,1.405237e-01
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-04,33334.0727,4.713993e+04
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,60.000,60.000,1.00e-06,1.4628,3.739670e-02
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-02,1.3073,1.017042e-01
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-04,1.1742,2.144879e-01
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,100.000,10.000,1.00e-06,1.2334,3.105757e-01
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-02,0.7804,3.707403e-02
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-04,33334.2699,4.713979e+04
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,10.000,100.000,1.00e-06,1.3509,1.092237e-01
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-02,0.8940,2.278711e-01
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-04,1.2557,6.006909e-02
5,500,100,0.400,0.400,1.000,0.700,0.500,1.000,30.000,80.000,1.00e-06,1.4080,2.898045e-02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-02,1.5513,1.375031e-02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-04,1.2903,4.954659e-02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-06,0.8500,1.916059e-01
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-02,1.4256,2.175466e-02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-04,1.2730,1.489270e-02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-06,1.3752,6.743507e-02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-02,101.3238,1.413423e+02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-04,0.9717,3.192922e-01
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-06,0.9642,2.107952e-01
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-02,1.4028,2.583515e-02
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-04,1.0453,1.773882e-01
5,500,100,0.850,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-06,0.9874,2.452080e-01
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-02,1.5442,1.611945e-01
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-04,0.8411,2.747904e-01
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-06,0.9751,1.237976e-01
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-02,87.2822,1.212918e+02
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-04,0.9593,3.664499e-01
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-06,33334.2576,4.713980e+04
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-02,73.7753,1.021284e+02
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-04,1.2379,6.949078e-03
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-06,0.8412,1.218804e-01
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-02,1.4686,3.625946e-02
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-04,0.9941,1.280762e-01
5,500,100,0.850,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-06,0.8700,1.023996e-01
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-02,1.4496,5.377313e-02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-04,1.0041,3.106361e-01
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-06,0.9129,1.866869e-01
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-02,166.7209,2.336390e+02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-04,1.0696,5.700222e-02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-06,1.3818,1.944626e-02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-02,1.4743,7.820625e-02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-04,1.1358,1.221919e-01
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-06,0.7534,1.768509e-02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-02,145.8411,2.041830e+02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-04,1.2833,1.994496e-02
5,500,100,0.850,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-06,1.3174,9.166270e-02
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-02,154.1596,2.158431e+02
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-04,0.9722,1.575497e-01
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-06,0.9334,1.666321e-01
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-02,119.1153,1.663061e+02
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-04,0.9418,2.131841e-01
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-06,1.4178,9.893964e-02
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-02,1.5483,1.775586e-02
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-04,1.1185,1.860508e-01
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-06,1.1267,5.278305e-02
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-02,1.5370,4.847876e-02
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-04,1.0295,1.352278e-01
5,500,100,0.850,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-06,1.0606,6.027776e-02
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-02,1.4791,4.524315e-02
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-04,33333.8255,4.714010e+04
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-06,0.9351,2.062149e-01
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-02,133.4324,1.865870e+02
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-04,1.0531,5.504276e-02
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-06,1.2484,1.675050e-01
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-02,1.4640,4.262908e-02
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-04,1.0792,1.709914e-01
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-06,0.9180,1.404273e-01
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-02,96.8268,1.348185e+02
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-04,1.0084,2.330568e-01
5,500,100,0.850,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-06,0.8353,1.094468e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-02,1.0876,1.146768e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-04,0.8705,1.483859e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-06,0.6757,4.135910e-02
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-02,1.0115,4.009283e-02
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-04,0.7776,1.509726e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-06,1.0203,1.088839e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-02,1.0392,2.621471e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-04,0.5307,1.390130e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-06,0.9075,1.828814e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-02,0.8713,3.400844e-02
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-04,0.6749,1.943031e-01
5,500,100,0.500,0.100,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-06,0.7209,8.490854e-02
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-02,0.9016,2.519477e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-04,0.7823,2.818210e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-06,0.6519,2.496006e-02
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-02,1.1013,2.143958e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-04,0.9433,1.544084e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-06,0.7467,2.313140e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-02,1.3865,7.748713e-02
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-04,0.5984,1.112690e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-06,1.0444,1.784517e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-02,0.9601,5.330561e-02
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-04,0.4228,1.379826e-01
5,500,100,0.500,0.100,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-06,0.8850,1.916992e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-02,0.9873,2.546360e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-04,0.9491,7.092559e-02
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-06,0.8205,8.648276e-02
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-02,1.1792,2.347680e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-04,0.8466,1.091010e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-06,0.7014,2.041441e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-02,1.2436,3.213636e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-04,0.7936,2.639788e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-06,0.7476,3.918121e-02
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-02,0.9384,1.443941e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-04,0.6341,1.038351e-01
5,500,100,0.500,0.100,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-06,0.6385,6.396267e-02
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-02,1.1621,1.842813e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-04,0.6886,1.415520e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,60.000,60.000,1.00e-06,0.8389,1.374012e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-02,1.3665,7.226621e-02
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-04,0.8463,8.587166e-02
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,100.000,10.000,1.00e-06,0.7943,1.405508e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-02,1.2388,1.172814e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-04,0.6738,5.602273e-02
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,10.000,100.000,1.00e-06,0.8033,2.140855e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-02,1.2430,2.121515e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-04,0.8034,1.964281e-01
5,500,100,0.500,0.100,0.900,0.300,0.500,0.500,30.000,80.000,1.00e-06,0.6969,1.985203e-02
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-02,0.7667,2.387308e-02
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-04,0.9644,1.412246e-01
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,60.000,60.000,1.00e-06,0.8836,1.498279e-01
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-02,1.0053,1.006657e-01
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-04,0.7354,2.440928e-02
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,100.000,10.000,1.00e-06,0.6608,4.920481e-02
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-02,0.9861,3.425475e-01
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-04,0.7685,2.990329e-02
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,10.000,100.000,1.00e-06,0.7963,1.569189e-01
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-02,0.7201,1.343334e-01
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-04,0.7720,2.417813e-01
5,500,100,0.500,0.100,1.000,0.700,0.500,0.500,30.000,80.000,1.00e-06,0.8839,2.110203e-01
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-02,1.2988,9.656953e-02
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-04,1.2509,5.252271e-02
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,60.000,60.000,1.00e-06,0.9898,1.959114e-01
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-02,1.3504,1.103572e-01
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-04,1.2507,1.514743e-02
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,100.000,10.000,1.00e-06,0.9877,4.196027e-02
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-02,1.2517,1.446760e-01
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-04,1.2714,2.013627e-02
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,10.000,100.000,1.00e-06,0.5656,6.444382e-02
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-02,1.3193,7.137596e-02
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-04,1.2517,1.138805e-01
5,500,100,0.100,0.800,0.400,1.200,0.500,0.500,30.000,80.000,1.00e-06,0.7797,1.007142e-01
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-02,1.3204,4.866508e-02
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-04,1.3126,3.988912e-02
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,60.000,60.000,1.00e-06,1.1188,3.039135e-01
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-02,1.4155,2.058547e-02
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-04,1.3552,1.067233e-01
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,100.000,10.000,1.00e-06,0.6276,1.630474e-01
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-02,1.3144,1.462715e-02
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-04,1.1873,2.207274e-01
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,10.000,100.000,1.00e-06,1.1553,7.308784e-02
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-02,1.4074,8.233491e-02
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-04,1.2993,3.793431e-02
5,500,100,0.100,0.800,1.200,0.400,0.500,0.500,30.000,80.000,1.00e-06,1.2129,5.473007e-02
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-02,1.2123,2.141644e-02
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-04,1.3398,3.061587e-02
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,60.000,60.000,1.00e-06,1.1476,1.028488e-01
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-02,1.2492,1.105814e-01
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-04,1.3525,1.933516e-02
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,100.000,10.000,1.00e-06,0.7378,2.190422e-01
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-02,1.1880,1.029035e-01
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-04,1.3199,8.383233e-02
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,10.000,100.000,1.00e-06,1.2169,1.824795e-01
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-02,1.2774,1.084440e-01
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-04,1.2551,1.011267e-01
5,500,100,0.100,0.800,0.300,0.900,0.500,0.500,30.000,80.000,1.00e-06,0.7316,3.129600e-01
